datetime,abs_datetime,t_ms,vP0,vP1,vP2,vF,rssi
2026-03-28 02:37:27.713,2026-03-28 02:37:27.553,166068,0.0052,0.5153,0.5526,0.1138,-38
2026-03-28 02:37:28.313,2026-03-28 02:37:28.087,166602,0.0052,0.5147,0.5548,0.1138,-39
2026-03-28 02:37:28.873,2026-03-28 02:37:28.617,167132,0.0052,0.5164,0.5381,0.1138,-43
2026-03-28 02:37:29.427,2026-03-28 02:37:29.253,167768,0.0052,0.5151,0.5509,0.1138,-40
2026-03-28 02:37:29.999,2026-03-28 02:37:29.786,168301,0.0052,0.5162,0.5511,0.1140,-37
2026-03-28 02:37:30.585,2026-03-28 02:37:30.317,168832,0.0052,0.5171,0.5374,0.1140,-33
2026-03-28 02:37:31.138,2026-03-28 02:37:30.955,169470,0.0051,0.5156,0.5589,0.1138,-33
2026-03-28 02:37:31.692,2026-03-28 02:37:31.485,170000,0.0051,0.5171,0.5445,0.1140,-31
2026-03-28 02:37:32.252,2026-03-28 02:37:32.015,170530,0.0052,0.5156,0.5355,0.1140,-36
2026-03-28 02:37:32.812,2026-03-28 02:37:32.654,171169,0.0052,0.5166,0.5569,0.1138,-39
2026-03-28 02:37:33.430,2026-03-28 02:37:33.185,171700,0.0052,0.5173,0.5422,0.1138,-39
2026-03-28 02:37:33.970,2026-03-28 02:37:33.714,172229,0.0052,0.5173,0.5370,0.1138,-40
2026-03-28 02:37:34.534,2026-03-28 02:37:34.354,172869,0.0051,0.5186,0.5561,0.1140,-41
2026-03-28 02:37:35.130,2026-03-28 02:37:34.884,173399,0.0051,0.5160,0.5411,0.1138,-42
2026-03-28 02:37:35.689,2026-03-28 02:37:35.418,173933,0.0052,0.5166,0.5385,0.1140,-33
2026-03-28 02:37:36.293,2026-03-28 02:37:36.054,174569,0.0052,0.5154,0.5556,0.1140,-31
2026-03-28 02:37:36.956,2026-03-28 02:37:36.584,175099,0.0052,0.5154,0.5424,0.1140,-31
2026-03-28 02:37:37.388,2026-03-28 02:37:37.224,175739,0.0052,0.5160,0.5582,0.1140,-30
2026-03-28 02:37:37.943,2026-03-28 02:37:37.754,176269,0.0052,0.5154,0.5559,0.1138,-31
2026-03-28 02:37:38.562,2026-03-28 02:37:38.284,176799,0.0051,0.5167,0.5400,0.1140,-33
2026-03-28 02:37:39.116,2026-03-28 02:37:38.861,177376,0.0052,0.5149,0.5449,0.1138,-33
2026-03-28 02:37:39.657,2026-03-28 02:37:39.391,177906,0.0051,0.5153,0.5563,0.1138,-32
2026-03-28 02:37:40.258,2026-03-28 02:37:40.031,178546,0.0052,0.5154,0.5387,0.1140,-33
2026-03-28 02:37:40.826,2026-03-28 02:37:40.560,179075,0.0052,0.5160,0.5481,0.1138,-35
2026-03-28 02:37:41.346,2026-03-28 02:37:41.196,179711,0.0052,0.5162,0.5406,0.1138,-34
2026-03-28 02:37:41.963,2026-03-28 02:37:41.730,180245,0.0051,0.5153,0.5385,0.1140,-34
2026-03-28 02:37:42.513,2026-03-28 02:37:42.260,180775,0.0051,0.5162,0.5511,0.1138,-33
2026-03-28 02:37:43.067,2026-03-28 02:37:42.896,181411,0.0051,0.5160,0.5404,0.1138,-32
2026-03-28 02:37:43.626,2026-03-28 02:37:43.428,181943,0.0052,0.5184,0.5451,0.1140,-34
2026-03-28 02:37:44.243,2026-03-28 02:37:43.959,182474,0.0052,0.5166,0.5578,0.1140,-34
2026-03-28 02:37:44.797,2026-03-28 02:37:44.562,183077,0.0052,0.5160,0.5490,0.1138,-35
2026-03-28 02:37:45.351,2026-03-28 02:37:45.092,183607,0.0052,0.5169,0.5565,0.1138,-35
2026-03-28 02:37:45.908,2026-03-28 02:37:45.687,184202,0.0052,0.5179,0.5541,0.1138,-37
2026-03-28 02:37:46.467,2026-03-28 02:37:46.220,184735,0.0052,0.5181,0.5439,0.1140,-32
2026-03-28 02:37:47.078,2026-03-28 02:37:46.816,185331,0.0052,0.5203,0.5344,0.1140,-34
2026-03-28 02:37:47.637,2026-03-28 02:37:47.410,185925,0.0052,0.5179,0.5454,0.1140,-31
2026-03-28 02:37:48.191,2026-03-28 02:37:47.944,186459,0.0052,0.5156,0.5492,0.1138,-30
2026-03-28 02:37:48.744,2026-03-28 02:37:48.539,187054,0.0051,0.5177,0.5589,0.1138,-28
2026-03-28 02:37:49.300,2026-03-28 02:37:49.069,187584,0.0052,0.5166,0.5464,0.1140,-32
2026-03-28 02:37:49.896,2026-03-28 02:37:49.679,188194,0.0052,0.5171,0.5441,0.1140,-32
2026-03-28 02:37:50.459,2026-03-28 02:37:50.208,188723,0.0052,0.5179,0.5558,0.1138,-34
2026-03-28 02:37:51.000,2026-03-28 02:37:50.804,189319,0.0051,0.5162,0.5514,0.1140,-33
2026-03-28 02:37:51.621,2026-03-28 02:37:51.335,189850,0.0052,0.5175,0.5389,0.1140,-32
2026-03-28 02:37:52.162,2026-03-28 02:37:51.971,190486,0.0052,0.5162,0.5541,0.1138,-35
2026-03-28 02:37:52.874,2026-03-28 02:37:52.460,190975,0.0051,0.5156,0.5539,0.1138,-41
2026-03-28 02:37:53.321,2026-03-28 02:37:53.099,191614,0.0052,0.5175,0.5346,0.1140,-38
2026-03-28 02:37:53.881,2026-03-28 02:37:53.694,192209,0.0052,0.5162,0.5509,0.1138,-39
2026-03-28 02:37:54.434,2026-03-28 02:37:54.118,192633,0.0051,0.5171,0.5379,0.1138,-39
2026-03-28 02:37:54.986,2026-03-28 02:37:54.823,193338,0.0051,0.5166,0.5586,0.1140,-39
2026-03-28 02:37:55.600,2026-03-28 02:37:55.312,193827,0.0052,0.5186,0.5471,0.1138,-54
2026-03-28 02:37:56.154,2026-03-28 02:37:55.951,194466,0.0052,0.5190,0.5349,0.1138,-41
2026-03-28 02:37:56.709,2026-03-28 02:37:56.440,194955,0.0051,0.5192,0.5595,0.1138,-39
2026-03-28 02:37:57.264,2026-03-28 02:37:57.076,195591,0.0052,0.5169,0.5563,0.1140,-38
2026-03-28 02:37:57.875,2026-03-28 02:37:57.568,196083,0.0051,0.5181,0.5347,0.1140,-37
2026-03-28 02:37:58.382,2026-03-28 02:37:58.135,196650,0.0051,0.5182,0.5346,0.1140,-30
2026-03-28 02:37:58.998,2026-03-28 02:37:58.771,197286,0.0052,0.5181,0.5503,0.1140,-31
2026-03-28 02:37:59.559,2026-03-28 02:37:59.354,197869,0.0052,0.5181,0.5406,0.1140,-28
2026-03-28 02:38:00.117,2026-03-28 02:37:59.854,198369,0.0052,0.5181,0.5501,0.1140,-28
2026-03-28 02:38:00.678,2026-03-28 02:38:00.390,198905,0.0052,0.5184,0.5552,0.1140,-28
2026-03-28 02:38:01.234,2026-03-28 02:38:01.030,199545,0.0052,0.5184,0.5441,0.1140,-28
2026-03-28 02:38:01.791,2026-03-28 02:38:01.571,200086,0.0052,0.5175,0.5477,0.1140,-28
2026-03-28 02:38:02.410,2026-03-28 02:38:02.111,200626,0.0051,0.5190,0.5529,0.1140,-29
2026-03-28 02:38:02.968,2026-03-28 02:38:02.762,201277,0.0052,0.5184,0.5486,0.1140,-28
2026-03-28 02:38:03.526,2026-03-28 02:38:03.304,201819,0.0051,0.5179,0.5468,0.1140,-29
2026-03-28 02:38:04.082,2026-03-28 02:38:03.816,202331,0.0052,0.5188,0.5378,0.1138,-28
2026-03-28 02:38:04.686,2026-03-28 02:38:04.475,202990,0.0051,0.5177,0.5580,0.1138,-28
2026-03-28 02:38:05.228,2026-03-28 02:38:05.030,203545,0.0052,0.5181,0.5462,0.1140,-32
2026-03-28 02:38:05.782,2026-03-28 02:38:05.560,204075,0.0052,0.5184,0.5563,0.1140,-47
2026-03-28 02:38:06.359,2026-03-28 02:38:06.090,204605,0.0051,0.5186,0.5554,0.1140,-37
