datetime,abs_datetime,t_ms,vP0,vP1,vP2,vF,rssi
2026-03-28 05:41:47.637,2026-03-28 05:41:47.061,103430,0.3368,0.6281,0.3482,5.6274,-35
2026-03-28 05:41:48.195,2026-03-28 05:41:47.591,103960,0.3368,0.6281,0.3482,5.6237,-39
2026-03-28 05:41:48.815,2026-03-28 05:41:48.204,104573,0.3368,0.6206,0.3482,5.6199,-38
2026-03-28 05:41:49.373,2026-03-28 05:41:48.740,105109,0.3368,0.6244,0.3482,5.6122,-37
2026-03-28 05:41:49.933,2026-03-28 05:41:49.277,105646,0.3368,0.6281,0.3482,5.6085,-37
2026-03-28 05:41:50.495,2026-03-28 05:41:49.924,106293,0.3368,0.6281,0.3482,5.6122,-38
2026-03-28 05:41:51.050,2026-03-28 05:41:50.459,106828,0.3368,0.6206,0.3482,5.6010,-37
2026-03-28 05:41:51.607,2026-03-28 05:41:50.999,107368,0.3368,0.6281,0.3482,5.5972,-37
2026-03-28 05:41:52.169,2026-03-28 05:41:51.534,107903,0.3368,0.6206,0.3482,5.5972,-39
2026-03-28 05:41:52.793,2026-03-28 05:41:52.176,108545,0.3368,0.6206,0.3482,5.5972,-38
2026-03-28 05:41:53.353,2026-03-28 05:41:52.715,109084,0.3368,0.6281,0.3482,5.5896,-36
2026-03-28 05:41:53.914,2026-03-28 05:41:53.252,109621,0.3368,0.6206,0.3482,5.5896,-36
2026-03-28 05:41:54.473,2026-03-28 05:41:53.898,110267,0.3368,0.6281,0.3482,5.5972,-34
2026-03-28 05:41:55.029,2026-03-28 05:41:54.434,110803,0.3368,0.6281,0.3482,5.5783,-35
2026-03-28 05:41:55.591,2026-03-28 05:41:54.971,111340,0.3368,0.6206,0.3482,5.5783,-35
2026-03-28 05:41:56.196,2026-03-28 05:41:55.510,111879,0.3368,0.6281,0.3482,5.5744,-35
2026-03-28 05:41:56.755,2026-03-28 05:41:56.153,112522,0.3368,0.6244,0.3482,5.5744,-34
2026-03-28 05:41:57.315,2026-03-28 05:41:56.687,113056,0.3368,0.6281,0.3482,5.5744,-34
2026-03-28 05:41:57.877,2026-03-28 05:41:57.227,113596,0.3368,0.6244,0.3482,5.5706,-35
2026-03-28 05:41:58.437,2026-03-28 05:41:57.869,114238,0.3368,0.6206,0.3482,5.5744,-35
2026-03-28 05:41:59.042,2026-03-28 05:41:58.404,114773,0.3368,0.6281,0.3482,5.5669,-34
2026-03-28 05:41:59.554,2026-03-28 05:41:58.943,115312,0.3368,0.6281,0.3482,5.5631,-38
2026-03-28 05:42:00.170,2026-03-28 05:41:59.480,115849,0.3368,0.6281,0.3482,5.5594,-35
2026-03-28 05:42:00.726,2026-03-28 05:42:00.148,116517,0.3368,0.6281,0.3482,5.5631,-35
2026-03-28 05:42:01.409,2026-03-28 05:42:00.682,117051,0.3368,0.6281,0.3482,5.5517,-36
2026-03-28 05:42:01.862,2026-03-28 05:42:01.218,117587,0.3368,0.6244,0.3482,5.5479,-35
2026-03-28 05:42:02.421,2026-03-28 05:42:01.863,118232,0.3368,0.6206,0.3482,5.5517,-35
2026-03-28 05:42:02.978,2026-03-28 05:42:02.398,118767,0.3368,0.6281,0.3482,5.5404,-35
2026-03-28 05:42:03.601,2026-03-28 05:42:02.933,119302,0.3368,0.6244,0.3482,5.5367,-35
2026-03-28 05:42:04.159,2026-03-28 05:42:03.472,119841,0.3368,0.6206,0.3482,5.5367,-36
2026-03-28 05:42:04.715,2026-03-28 05:42:04.114,120483,0.3368,0.6244,0.3482,5.5367,-35
2026-03-28 05:42:05.276,2026-03-28 05:42:04.652,121021,0.3368,0.6206,0.3482,5.5367,-34
2026-03-28 05:42:05.834,2026-03-28 05:42:05.188,121557,0.3368,0.6281,0.3482,5.5367,-34
2026-03-28 05:42:06.393,2026-03-28 05:42:05.830,122199,0.3368,0.6244,0.3482,5.5367,-34
2026-03-28 05:42:06.994,2026-03-28 05:42:06.369,122738,0.3368,0.6281,0.3444,5.5367,-35
2026-03-28 05:42:07.570,2026-03-28 05:42:06.903,123272,0.3368,0.6281,0.3407,5.5367,-35
2026-03-28 05:42:08.119,2026-03-28 05:42:07.439,123808,0.3368,0.6281,0.3407,5.5367,-35
2026-03-28 05:42:08.686,2026-03-28 05:42:08.084,124453,0.3368,0.6281,0.3407,5.5367,-35
2026-03-28 05:42:09.368,2026-03-28 05:42:08.630,124999,0.3368,0.6281,0.3407,5.5367,-35
2026-03-28 05:42:09.801,2026-03-28 05:42:09.165,125534,0.3368,0.6281,0.3407,5.5367,-34
2026-03-28 05:42:10.358,2026-03-28 05:42:09.810,126179,0.3368,0.6206,0.3407,5.5367,-35
2026-03-28 05:42:10.980,2026-03-28 05:42:10.346,126715,0.3368,0.6281,0.3407,5.5367,-34
2026-03-28 05:42:11.540,2026-03-28 05:42:10.885,127254,0.3368,0.6206,0.3407,5.5367,-35
2026-03-28 05:42:12.102,2026-03-28 05:42:11.420,127789,0.3368,0.6206,0.3407,5.5367,-35
2026-03-28 05:42:12.661,2026-03-28 05:42:12.062,128431,0.3368,0.6206,0.3407,5.5367,-34
2026-03-28 05:42:13.222,2026-03-28 05:42:12.623,128992,0.3368,0.6244,0.3407,5.5367,-34
2026-03-28 05:42:13.827,2026-03-28 05:42:13.158,129527,0.3368,0.6281,0.3407,5.5367,-35
2026-03-28 05:42:14.512,2026-03-28 05:42:13.693,130062,0.3330,0.6206,0.3407,5.5367,-34
2026-03-28 05:42:14.946,2026-03-28 05:42:14.340,130709,0.3368,0.6244,0.3407,5.5367,-34
2026-03-28 05:42:15.508,2026-03-28 05:42:14.893,131262,0.3368,0.6244,0.3407,5.5367,-34
2026-03-28 05:42:16.070,2026-03-28 05:42:15.432,131801,0.3368,0.6244,0.3407,5.5367,-36
2026-03-28 05:42:16.629,2026-03-28 05:42:15.967,132336,0.3368,0.6206,0.3407,5.5367,-40
2026-03-28 05:42:17.188,2026-03-28 05:42:16.609,132978,0.3330,0.6206,0.3407,5.5367,-40
2026-03-28 05:42:17.744,2026-03-28 05:42:17.147,133516,0.3368,0.6244,0.3407,5.5367,-40
2026-03-28 05:42:18.304,2026-03-28 05:42:17.683,134052,0.3368,0.6206,0.3407,5.5367,-39
2026-03-28 05:42:18.925,2026-03-28 05:42:18.325,134694,0.3330,0.6244,0.3407,5.5367,-40
2026-03-28 05:42:19.484,2026-03-28 05:42:18.863,135232,0.3368,0.6206,0.3407,5.5367,-39
2026-03-28 05:42:20.042,2026-03-28 05:42:19.398,135767,0.3368,0.6244,0.3407,5.5367,-40
2026-03-28 05:42:20.727,2026-03-28 05:42:19.937,136306,0.3368,0.6244,0.3407,5.5367,-41
2026-03-28 05:42:21.161,2026-03-28 05:42:20.579,136948,0.3330,0.6206,0.3407,5.5367,-39
2026-03-28 05:42:21.721,2026-03-28 05:42:21.113,137482,0.3330,0.6244,0.3407,5.5367,-38
2026-03-28 05:42:22.280,2026-03-28 05:42:21.654,138023,0.3330,0.6206,0.3407,5.5367,-39
2026-03-28 05:42:22.902,2026-03-28 05:42:22.296,138665,0.3330,0.6206,0.3407,5.5367,-40
2026-03-28 05:42:23.460,2026-03-28 05:42:22.831,139200,0.3330,0.6206,0.3407,5.5367,-40
2026-03-28 05:42:24.016,2026-03-28 05:42:23.369,139738,0.3330,0.6281,0.3407,5.5367,-39
2026-03-28 05:42:24.575,2026-03-28 05:42:23.905,140274,0.3330,0.6206,0.3407,5.5367,-38
2026-03-28 05:42:25.133,2026-03-28 05:42:24.439,140808,0.3330,0.6244,0.3407,5.5367,-39
2026-03-28 05:42:25.688,2026-03-28 05:42:25.122,141491,0.3330,0.6281,0.3407,5.5367,-41
2026-03-28 05:42:26.308,2026-03-28 05:42:25.658,142027,0.3330,0.6206,0.3407,5.5367,-39
2026-03-28 05:42:26.867,2026-03-28 05:42:26.196,142565,0.3330,0.6281,0.3407,5.5367,-40
2026-03-28 05:42:27.428,2026-03-28 05:42:26.838,143207,0.3330,0.6244,0.3407,5.5367,-39
2026-03-28 05:42:27.988,2026-03-28 05:42:27.373,143742,0.3330,0.6244,0.3407,5.5367,-38
2026-03-28 05:42:28.552,2026-03-28 05:42:27.912,144281,0.3330,0.6281,0.3407,5.5367,-39
2026-03-28 05:42:29.095,2026-03-28 05:42:28.446,144815,0.3330,0.6281,0.3407,5.5367,-39
2026-03-28 05:42:29.719,2026-03-28 05:42:29.092,145461,0.3330,0.6244,0.3407,5.5367,-38
2026-03-28 05:42:30.278,2026-03-28 05:42:29.627,145996,0.3330,0.6281,0.3407,5.5367,-37
2026-03-28 05:42:30.961,2026-03-28 05:42:30.162,146531,0.3368,0.6244,0.3407,5.5367,-36
2026-03-28 05:42:31.398,2026-03-28 05:42:30.808,147177,0.3330,0.6244,0.3407,5.5367,-35
2026-03-28 05:42:31.958,2026-03-28 05:42:31.342,147711,0.3368,0.6244,0.3407,5.5367,-34
2026-03-28 05:42:32.517,2026-03-28 05:42:31.878,148247,0.3330,0.6244,0.3407,5.5367,-35
2026-03-28 05:42:33.078,2026-03-28 05:42:32.416,148785,0.3330,0.6281,0.3407,5.5367,-34
2026-03-28 05:42:33.636,2026-03-28 05:42:33.058,149427,0.3330,0.6244,0.3407,5.5367,-35
2026-03-28 05:42:34.262,2026-03-28 05:42:33.593,149962,0.3330,0.6244,0.3407,5.5367,-38
2026-03-28 05:42:34.822,2026-03-28 05:42:34.132,150501,0.3330,0.6281,0.3407,5.5367,-39
2026-03-28 05:42:35.390,2026-03-28 05:42:34.776,151145,0.3330,0.6244,0.3407,5.5367,-40
2026-03-28 05:42:35.950,2026-03-28 05:42:35.314,151683,0.3330,0.6244,0.3407,5.5367,-38
2026-03-28 05:42:36.507,2026-03-28 05:42:35.849,152218,0.3330,0.6244,0.3407,5.5367,-39
2026-03-28 05:42:37.066,2026-03-28 05:42:36.491,152860,0.3330,0.6281,0.3407,5.5367,-40
2026-03-28 05:42:37.675,2026-03-28 05:42:36.988,153357,0.3330,0.6281,0.3407,5.5367,-41
2026-03-28 05:42:38.291,2026-03-28 05:42:37.630,153999,0.3330,0.6281,0.3407,5.5367,-40
2026-03-28 05:42:38.792,2026-03-28 05:42:38.165,154534,0.3330,0.6281,0.3407,5.5367,-40
2026-03-28 05:42:39.337,2026-03-28 05:42:38.703,155072,0.3330,0.6206,0.3407,5.5367,-37
2026-03-28 05:42:39.895,2026-03-28 05:42:39.239,155608,0.3330,0.6244,0.3407,5.5367,-37
2026-03-28 05:42:40.460,2026-03-28 05:42:39.884,156253,0.3330,0.6244,0.3407,5.5367,-36
2026-03-28 05:42:41.019,2026-03-28 05:42:40.419,156788,0.3330,0.6206,0.3407,5.5367,-39
2026-03-28 05:42:41.628,2026-03-28 05:42:41.027,157396,0.3330,0.6244,0.3407,5.5367,-31
2026-03-28 05:42:42.184,2026-03-28 05:42:41.569,157938,0.3330,0.6281,0.3407,5.5367,-31
2026-03-28 05:42:42.748,2026-03-28 05:42:42.170,158539,0.3330,0.6244,0.3407,5.5367,-30
2026-03-28 05:42:43.315,2026-03-28 05:42:42.709,159078,0.3330,0.6244,0.3407,5.5367,-32
2026-03-28 05:42:43.877,2026-03-28 05:42:43.206,159575,0.3330,0.6206,0.3407,5.5367,-32
2026-03-28 05:42:44.436,2026-03-28 05:42:43.848,160217,0.3330,0.6206,0.3407,5.5367,-31
2026-03-28 05:42:44.995,2026-03-28 05:42:44.342,160711,0.3330,0.6244,0.3407,5.5367,-33
2026-03-28 05:42:45.614,2026-03-28 05:42:44.947,161316,0.3330,0.6206,0.3407,5.5367,-48
2026-03-28 05:42:46.172,2026-03-28 05:42:45.483,161852,0.3330,0.6244,0.3407,5.5367,-42
2026-03-28 05:42:46.730,2026-03-28 05:42:46.088,162457,0.3330,0.6206,0.3407,5.5367,-25
2026-03-28 05:42:47.290,2026-03-28 05:42:46.627,162996,0.3330,0.6206,0.3407,5.5367,-26
2026-03-28 05:42:47.848,2026-03-28 05:42:47.228,163597,0.3330,0.6281,0.3407,5.5367,-26
2026-03-28 05:42:48.455,2026-03-28 05:42:47.765,164134,0.3330,0.6281,0.3407,5.5367,-25
2026-03-28 05:42:49.013,2026-03-28 05:42:48.369,164738,0.3330,0.6244,0.3407,5.5367,-24
2026-03-28 05:42:49.573,2026-03-28 05:42:48.968,165337,0.3330,0.6281,0.3407,5.5367,-24
2026-03-28 05:42:50.133,2026-03-28 05:42:49.502,165871,0.3330,0.6281,0.3407,5.5367,-24
2026-03-28 05:42:50.693,2026-03-28 05:42:50.019,166388,0.3330,0.6281,0.3407,5.5367,-24
2026-03-28 05:42:51.249,2026-03-28 05:42:50.661,167030,0.3330,0.6244,0.3407,5.5367,-24
2026-03-28 05:42:51.814,2026-03-28 05:42:51.154,167523,0.3330,0.6244,0.3407,5.5367,-24
2026-03-28 05:42:52.372,2026-03-28 05:42:51.693,168062,0.3330,0.6244,0.3407,5.5367,-24
2026-03-28 05:42:53.056,2026-03-28 05:42:52.293,168662,0.3330,0.6281,0.3407,5.5367,-24
2026-03-28 05:42:53.552,2026-03-28 05:42:52.894,169263,0.3330,0.6244,0.3407,5.5367,-24
2026-03-28 05:42:54.105,2026-03-28 05:42:53.433,169802,0.3330,0.6206,0.3407,5.5367,-24
2026-03-28 05:42:54.674,2026-03-28 05:42:54.032,170401,0.3330,0.6244,0.3407,5.5367,-24
2026-03-28 05:42:55.235,2026-03-28 05:42:54.571,170940,0.3330,0.6244,0.3407,5.5367,-24
2026-03-28 05:42:55.796,2026-03-28 05:42:55.142,171511,0.3330,0.6206,0.3407,5.5367,-24
2026-03-28 05:42:56.357,2026-03-28 05:42:55.677,172046,0.3330,0.6206,0.3407,5.5367,-23
2026-03-28 05:42:56.914,2026-03-28 05:42:56.326,172695,0.3330,0.6244,0.3407,5.5367,-23
2026-03-28 05:42:57.541,2026-03-28 05:42:56.860,173229,0.3330,0.6281,0.3407,5.5367,-24
2026-03-28 05:42:58.098,2026-03-28 05:42:57.502,173871,0.3330,0.6281,0.3368,5.5367,-23
2026-03-28 05:42:58.657,2026-03-28 05:42:58.041,174410,0.3330,0.6206,0.3330,5.5367,-23
2026-03-28 05:42:59.216,2026-03-28 05:42:58.576,174945,0.3330,0.6206,0.3330,5.5367,-25
2026-03-28 05:42:59.778,2026-03-28 05:42:59.111,175480,0.3330,0.6244,0.3330,5.5367,-34
2026-03-28 05:43:00.340,2026-03-28 05:42:59.756,176125,0.3330,0.6206,0.3330,5.5367,-38
2026-03-28 05:43:00.897,2026-03-28 05:43:00.292,176661,0.3330,0.6206,0.3330,5.5367,-44
2026-03-28 05:43:01.457,2026-03-28 05:43:00.830,177199,0.3330,0.6206,0.3330,5.5367,-49
2026-03-28 05:43:02.082,2026-03-28 05:43:01.474,177843,0.3330,0.6206,0.3330,5.5367,-40
2026-03-28 05:43:02.641,2026-03-28 05:43:02.009,178378,0.3330,0.6206,0.3330,5.5367,-36
2026-03-28 05:43:03.263,2026-03-28 05:43:02.570,178939,0.3330,0.6206,0.3330,5.5367,-40
2026-03-28 05:43:03.761,2026-03-28 05:43:03.105,179474,0.3330,0.6206,0.3330,5.5367,-39
2026-03-28 05:43:04.323,2026-03-28 05:43:03.747,180116,0.3330,0.6206,0.3330,5.5367,-43
2026-03-28 05:43:04.884,2026-03-28 05:43:04.286,180655,0.3330,0.6206,0.3330,5.5367,-50
2026-03-28 05:43:05.445,2026-03-28 05:43:04.820,181189,0.3330,0.6206,0.3330,5.5367,-53
2026-03-28 05:43:06.000,2026-03-28 05:43:05.356,181725,0.3330,0.6206,0.3330,5.5367,-43
2026-03-28 05:43:06.608,2026-03-28 05:43:06.001,182370,0.3330,0.6206,0.3330,5.5404,-39
2026-03-28 05:43:07.166,2026-03-28 05:43:06.536,182905,0.0047,0.4157,0.0060,4.4807,-41
2026-03-28 05:48:29.219,2026-03-28 05:40:04.580,949,0.0052,0.4596,0.0051,0.1181,-35
2026-03-28 05:48:29.775,2026-03-28 05:40:05.127,1496,0.0052,0.4597,0.0052,0.1181,-32
2026-03-28 05:48:30.335,2026-03-28 05:40:05.662,2031,0.0051,0.4613,0.0051,0.1181,-33
2026-03-28 05:48:30.894,2026-03-28 05:40:06.309,2678,0.0052,0.4628,0.0052,0.1181,-34
2026-03-28 05:48:31.450,2026-03-28 05:40:06.845,3214,0.0051,0.4614,0.0052,0.1181,-31
2026-03-28 05:48:32.012,2026-03-28 05:40:07.382,3751,0.0052,0.4629,0.0051,0.1181,-33
2026-03-28 05:48:32.632,2026-03-28 05:40:07.920,4289,0.0051,0.4639,0.0051,0.1181,-34
2026-03-28 05:48:33.191,2026-03-28 05:40:08.574,4943,0.0052,0.4650,0.0051,0.1181,-43
2026-03-28 05:48:33.747,2026-03-28 05:40:09.112,5481,0.0052,0.4624,0.0051,0.1179,-43
2026-03-28 05:48:34.303,2026-03-28 05:40:09.648,6017,0.0052,0.4658,0.0051,0.1181,-44
2026-03-28 05:48:34.865,2026-03-28 05:40:10.290,6659,0.0052,0.4650,0.0051,0.1179,-42
2026-03-28 05:48:35.424,2026-03-28 05:40:10.828,7197,0.0052,0.4656,0.0051,0.1179,-44
2026-03-28 05:48:35.987,2026-03-28 05:40:11.363,7732,0.0052,0.4654,0.0052,0.1183,-42
2026-03-28 05:48:36.605,2026-03-28 05:40:11.898,8267,0.0052,0.4663,0.0051,0.1181,-36
2026-03-28 05:48:37.164,2026-03-28 05:40:12.477,8846,0.0052,0.4665,0.0051,0.1181,-39
2026-03-28 05:48:37.724,2026-03-28 05:40:13.119,9488,0.0052,0.4671,0.0051,0.1181,-37
