datetime,abs_datetime,t_ms,vP0,vP1,vP2,vF,rssi
2026-03-27 21:25:24.438,2026-03-27 21:25:24.722,18573,0.0058,0.4523,0.0053,0.1287,-17
2026-03-27 21:25:25.066,2026-03-27 21:25:25.785,19636,0.0053,0.4812,0.0052,0.1176,-7
2026-03-27 21:25:26.622,2026-03-27 21:25:26.848,20699,0.0063,0.4311,0.0045,0.1058,-18
2026-03-27 21:25:27.418,2026-03-27 21:25:27.816,21667,0.0046,0.4727,0.0068,0.1261,-14
2026-03-27 21:25:27.965,2026-03-27 21:25:28.771,22622,0.0059,0.4005,0.0056,0.1139,-20
2026-03-27 21:25:28.996,2026-03-27 21:25:29.939,23790,0.0058,0.4026,0.0063,0.1036,-6
2026-03-27 21:25:30.584,2026-03-27 21:25:31.125,24976,0.0059,0.4548,0.0059,0.1225,-19
2026-03-27 21:25:31.020,2026-03-27 21:25:32.293,26144,0.0063,0.4845,0.0046,0.1447,-10
2026-03-27 21:25:32.554,2026-03-27 21:25:33.094,26945,0.0062,0.4945,0.0045,0.1271,-17
2026-03-27 21:25:33.602,2026-03-27 21:25:34.183,28034,0.0050,0.4844,0.0063,0.1059,-18
2026-03-27 21:25:33.913,2026-03-27 21:25:35.053,28904,0.0045,0.4275,0.0041,0.1454,-20
2026-03-27 21:25:35.084,2026-03-27 21:25:36.107,29958,0.0044,0.4582,0.0060,0.1403,-13
2026-03-27 21:25:35.518,2026-03-27 21:25:37.300,31151,0.0057,0.4041,0.0052,0.1103,-19
2026-03-27 21:25:37.110,2026-03-27 21:25:38.245,32096,0.0068,0.4939,0.0066,0.1370,-17
2026-03-27 21:25:38.581,2026-03-27 21:25:39.183,33034,0.0065,0.4637,0.0042,0.1163,-8
2026-03-27 21:25:38.955,2026-03-27 21:25:40.219,34070,0.0047,0.4582,0.0059,0.1352,-12
2026-03-27 21:25:39.497,2026-03-27 21:25:41.365,35216,0.0043,0.4613,0.0049,0.1140,-8
2026-03-27 21:25:39.969,2026-03-27 21:25:42.183,36034,0.0059,0.4453,0.0046,0.1135,-18
2026-03-27 21:25:40.887,2026-03-27 21:25:43.051,36902,0.0044,0.4164,0.0056,0.1284,-6
2026-03-27 21:25:41.761,2026-03-27 21:25:43.858,37709,0.0060,0.4004,0.0046,0.1350,-12
2026-03-27 21:25:42.288,2026-03-27 21:25:44.770,38621,0.0070,0.4987,0.0051,0.1260,-20
2026-03-27 21:25:43.832,2026-03-27 21:25:45.780,39631,0.0064,0.4927,0.0049,0.1202,-10
2026-03-27 21:25:45.372,2026-03-27 21:25:46.741,40592,0.0059,0.4640,0.0068,0.1284,-20
2026-03-27 21:25:45.979,2026-03-27 21:25:47.863,41714,0.0063,0.4893,0.0047,0.1279,-15
2026-03-27 21:25:47.414,2026-03-27 21:25:48.706,42557,0.0043,0.4713,0.0057,0.1308,-10
2026-03-27 21:25:47.788,2026-03-27 21:25:49.636,43487,0.0050,0.4425,0.0070,0.1102,-10
2026-03-27 21:25:48.342,2026-03-27 21:25:50.828,44679,0.0051,0.4069,0.0068,0.1388,-7
2026-03-27 21:25:49.152,2026-03-27 21:25:51.692,45543,0.0066,0.4466,0.0069,0.1114,-11
2026-03-27 21:25:50.886,2026-03-27 21:25:52.761,46612,0.0063,0.4665,0.0052,0.1265,-18
2026-03-27 21:25:51.494,2026-03-27 21:25:53.696,47547,0.0051,0.4079,0.0062,0.1240,-19
2026-03-27 21:25:53.578,2026-03-27 21:25:54.782,48633,0.0060,0.4493,0.0050,0.1495,-5
2026-03-27 21:25:55.668,2026-03-27 21:25:55.822,49673,0.0043,0.4881,0.0041,0.1218,-5
2026-03-27 21:25:57.585,2026-03-27 21:25:56.757,50608,0.0053,0.4534,0.0048,0.1462,-12
2026-03-27 21:25:57.958,2026-03-27 21:25:57.838,51689,0.0045,0.4873,0.0040,0.1480,-18
2026-03-27 21:25:59.453,2026-03-27 21:25:58.984,52835,0.0069,0.4446,0.0065,0.1068,-10
2026-03-27 21:26:00.326,2026-03-27 21:25:59.979,53830,0.0040,0.4215,0.0059,0.1189,-17
2026-03-27 21:26:02.989,2026-03-27 21:26:00.814,54665,0.0044,0.4330,0.0069,0.1349,-7
2026-03-27 21:26:03.492,2026-03-27 21:26:01.644,55495,0.0044,0.4116,0.0049,0.1312,-18
2026-03-27 21:26:04.363,2026-03-27 21:26:02.768,56619,0.0061,0.4593,0.0054,0.1105,-7
2026-03-27 21:26:06.339,2026-03-27 21:26:03.663,57514,0.0055,0.4444,0.0067,0.1100,-14
2026-03-27 21:26:07.213,2026-03-27 21:26:04.598,58449,0.0050,0.4078,0.0066,0.1435,-8
2026-03-27 21:26:07.695,2026-03-27 21:26:05.668,59519,0.0048,0.4718,0.0045,0.1495,-20
2026-03-27 21:26:07.990,2026-03-27 21:26:06.554,60405,0.0060,0.4573,0.0046,0.1272,-15
2026-03-27 21:26:09.470,2026-03-27 21:26:07.380,61231,0.0060,0.4971,0.0057,0.1113,-16
2026-03-27 21:26:09.847,2026-03-27 21:26:08.262,62113,0.0064,0.4501,0.0060,0.1462,-11
2026-03-27 21:26:12.525,2026-03-27 21:26:09.460,63311,0.0049,0.4276,0.0057,0.1490,-6
2026-03-27 21:26:12.960,2026-03-27 21:26:10.430,64281,0.0064,0.4623,0.0062,0.1445,-8
2026-03-27 21:26:13.395,2026-03-27 21:26:11.532,65383,0.0057,0.4353,0.0060,0.1187,-6
2026-03-27 21:26:14.979,2026-03-27 21:26:12.684,66535,0.0060,0.4613,0.0062,0.1324,-20
2026-03-27 21:26:15.420,2026-03-27 21:26:13.773,67624,0.0064,0.4703,0.0066,0.1363,-7
2026-03-27 21:26:15.903,2026-03-27 21:26:14.613,68464,0.0052,0.4397,0.0047,0.1263,-17
2026-03-27 21:26:16.649,2026-03-27 21:26:15.640,69491,0.0069,0.4694,0.0047,0.1384,-10
2026-03-27 21:26:17.378,2026-03-27 21:26:16.821,70672,0.0048,0.4090,0.0066,0.1057,-11
2026-03-27 21:26:18.311,2026-03-27 21:26:17.809,71660,0.0064,0.4671,0.0069,0.1310,-5
2026-03-27 21:26:18.684,2026-03-27 21:26:18.711,72562,0.0049,0.4516,0.0054,0.1288,-11
2026-03-27 21:26:19.117,2026-03-27 21:26:19.863,73714,0.0066,0.4004,0.0065,0.1151,-6
2026-03-27 21:26:19.431,2026-03-27 21:26:21.045,74896,0.0040,0.4228,0.0041,0.1464,-11
2026-03-27 21:26:20.868,2026-03-27 21:26:22.080,75931,0.0041,0.4431,0.0067,0.1265,-10
2026-03-27 21:26:21.241,2026-03-27 21:26:23.138,76989,0.0066,0.4796,0.0066,0.1275,-18
2026-03-27 21:26:22.222,2026-03-27 21:26:24.222,78073,0.0065,0.4436,0.0068,0.1228,-10
2026-03-27 21:26:24.886,2026-03-27 21:26:25.089,78940,0.0066,0.4364,0.0069,0.1122,-6
2026-03-27 21:26:25.573,2026-03-27 21:26:25.945,79796,0.0050,0.4500,0.0049,0.1399,-15
2026-03-27 21:26:25.931,2026-03-27 21:26:27.125,80976,0.0047,0.4275,0.0062,0.1308,-7
2026-03-27 21:26:26.548,2026-03-27 21:26:28.020,81871,0.0044,0.4212,0.0047,0.1251,-8
2026-03-27 21:26:26.984,2026-03-27 21:26:29.026,82877,0.0065,0.4919,0.0059,0.1292,-10
2026-03-27 21:26:27.918,2026-03-27 21:26:29.908,83759,0.0050,0.4796,0.0061,0.1330,-17
2026-03-27 21:26:28.982,2026-03-27 21:26:30.979,84830,0.0045,0.4574,0.0042,0.1305,-16
2026-03-27 21:26:29.852,2026-03-27 21:26:31.867,85718,0.0057,0.4927,0.0067,0.1420,-11
2026-03-27 21:26:30.412,2026-03-27 21:26:32.846,86697,0.0040,0.4187,0.0057,0.1101,-5
2026-03-27 21:26:30.724,2026-03-27 21:26:33.677,87528,0.0050,0.4040,0.0048,0.1414,-20
2026-03-27 21:26:33.574,2026-03-27 21:26:34.821,88672,0.0057,0.4118,0.0058,0.1145,-9
2026-03-27 21:26:34.574,2026-03-27 21:26:35.633,89484,0.0058,0.4437,0.0040,0.1163,-11
2026-03-27 21:26:35.505,2026-03-27 21:26:36.600,90451,0.0066,0.4964,0.0064,0.1086,-5
2026-03-27 21:26:36.063,2026-03-27 21:26:37.728,91579,0.0060,0.4294,0.0040,0.1453,-7
2026-03-27 21:26:36.678,2026-03-27 21:26:38.825,92676,0.0057,0.4560,0.0054,0.1274,-20
2026-03-27 21:26:38.035,2026-03-27 21:26:39.908,93759,0.0051,0.4137,0.0048,0.1189,-8
2026-03-27 21:26:38.530,2026-03-27 21:26:40.763,94614,0.0049,0.4873,0.0045,0.1204,-13
2026-03-27 21:26:39.219,2026-03-27 21:26:41.588,95439,0.0040,0.4701,0.0055,0.1279,-17
2026-03-27 21:26:40.697,2026-03-27 21:26:42.661,96512,0.0048,0.4357,0.0043,0.1310,-19
2026-03-27 21:26:41.384,2026-03-27 21:26:43.721,97572,0.0066,0.4013,0.0063,0.1305,-15
2026-03-27 21:26:41.820,2026-03-27 21:26:44.640,98491,0.0062,0.4454,0.0066,0.1028,-7
2026-03-27 21:26:42.131,2026-03-27 21:26:45.758,99609,0.0044,0.4598,0.0058,0.1461,-8
2026-03-27 21:26:43.626,2026-03-27 21:26:46.655,100506,0.0041,0.4657,0.0043,0.1136,-13
2026-03-27 21:26:44.564,2026-03-27 21:26:47.558,101409,0.0046,0.4506,0.0062,0.1403,-19
2026-03-27 21:26:44.875,2026-03-27 21:26:48.718,102569,0.0061,0.4150,0.0052,0.1302,-17
2026-03-27 21:26:45.869,2026-03-27 21:26:49.624,103475,0.0056,0.4039,0.0055,0.1024,-17
2026-03-27 21:26:47.218,2026-03-27 21:26:50.739,104590,0.0055,0.4493,0.0050,0.1141,-10
2026-03-27 21:26:47.576,2026-03-27 21:26:51.691,105542,0.0066,0.4559,0.0049,0.1008,-18
2026-03-27 21:26:49.378,2026-03-27 21:26:52.689,106540,0.0042,0.4060,0.0046,0.1081,-6
2026-03-27 21:26:49.929,2026-03-27 21:26:53.505,107356,0.0042,0.4726,0.0040,0.1187,-5
2026-03-27 21:26:50.615,2026-03-27 21:26:54.662,108513,0.0041,0.4445,0.0068,0.1045,-17
2026-03-27 21:26:51.095,2026-03-27 21:26:55.528,109379,0.0065,0.4661,0.0049,0.1074,-13
2026-03-27 21:26:51.404,2026-03-27 21:26:56.387,110238,0.0061,0.4662,0.0057,0.1044,-17
2026-03-27 21:26:52.272,2026-03-27 21:26:57.337,111188,0.0056,0.4756,0.0042,0.1044,-8
2026-03-27 21:26:52.583,2026-03-27 21:26:58.213,112064,0.0047,0.4370,0.0066,0.1353,-17
2026-03-27 21:26:52.958,2026-03-27 21:26:59.209,113060,0.0060,0.4448,0.0061,0.1098,-13
2026-03-27 21:26:53.327,2026-03-27 21:27:00.238,114089,0.0052,0.4046,0.0052,0.1267,-10
2026-03-27 21:26:53.698,2026-03-27 21:27:01.383,115234,0.0041,0.4902,0.0040,0.1313,-11
2026-03-27 21:26:54.687,2026-03-27 21:27:02.413,116264,0.0044,0.4029,0.0044,0.1387,-19
2026-03-27 21:26:55.632,2026-03-27 21:27:03.468,117319,0.0062,0.4625,0.0063,0.1238,-7
2026-03-27 21:26:58.272,2026-03-27 21:27:04.494,118345,0.0043,0.4676,0.0063,0.1331,-20
2026-03-27 21:27:00.212,2026-03-27 21:27:05.582,119433,0.0069,0.4818,0.0058,0.1083,-11
2026-03-27 21:27:01.628,2026-03-27 21:27:06.382,120233,0.0056,0.4922,0.0063,0.1073,-15
2026-03-27 21:27:04.500,2026-03-27 21:27:07.308,121159,0.0047,0.4973,0.0041,0.1300,-18
2026-03-27 21:27:05.896,2026-03-27 21:27:08.185,122036,0.0062,0.4225,0.0057,0.1447,-13
2026-03-27 21:27:06.436,2026-03-27 21:27:09.185,123036,0.0057,0.4937,0.0042,0.1115,-16
2026-03-27 21:27:07.243,2026-03-27 21:27:10.382,124233,0.0062,0.4386,0.0042,0.1080,-8
2026-03-27 21:27:08.301,2026-03-27 21:27:11.552,125403,0.0070,0.4570,0.0053,0.1263,-12
2026-03-27 21:27:08.886,2026-03-27 21:27:12.549,126400,0.0067,0.4918,0.0063,0.1251,-10
2026-03-27 21:27:09.932,2026-03-27 21:27:13.483,127334,0.0050,0.4641,0.0064,0.1228,-6
2026-03-27 21:27:10.492,2026-03-27 21:27:14.422,128273,0.0049,0.4653,0.0061,0.1145,-18
2026-03-27 21:27:10.801,2026-03-27 21:27:15.360,129211,0.0060,0.4176,0.0047,0.1196,-10
2026-03-27 21:27:11.284,2026-03-27 21:27:16.307,130158,0.0060,0.4396,0.0065,0.1341,-16
2026-03-27 21:27:12.260,2026-03-27 21:27:17.243,131094,0.0049,0.4332,0.0061,0.1114,-14
2026-03-27 21:27:13.370,2026-03-27 21:27:18.122,131973,0.0051,0.4525,0.0069,0.1218,-20
2026-03-27 21:27:13.912,2026-03-27 21:27:19.269,133120,0.0056,0.4740,0.0042,0.1101,-13
2026-03-27 21:27:14.903,2026-03-27 21:27:20.363,134214,0.0043,0.4222,0.0049,0.1213,-14
2026-03-27 21:27:15.396,2026-03-27 21:27:21.472,135323,0.0057,0.4442,0.0045,0.1058,-8
2026-03-27 21:27:15.831,2026-03-27 21:27:22.317,136168,0.0059,0.4200,0.0050,0.1425,-19
2026-03-27 21:27:16.202,2026-03-27 21:27:23.208,137059,0.0060,0.4590,0.0064,0.1348,-14
2026-03-27 21:27:17.492,2026-03-27 21:27:24.280,138131,0.0043,0.4260,0.0047,0.1255,-16
2026-03-27 21:27:18.217,2026-03-27 21:27:25.122,138973,0.0065,0.4226,0.0050,0.1390,-5
2026-03-27 21:27:19.150,2026-03-27 21:27:26.007,139858,0.0068,0.4827,0.0042,0.1116,-11
2026-03-27 21:27:20.005,2026-03-27 21:27:26.914,140765,0.0045,0.4479,0.0064,0.1320,-19
2026-03-27 21:27:20.313,2026-03-27 21:27:27.868,141719,0.0066,0.4510,0.0046,0.1210,-15
2026-03-27 21:27:20.811,2026-03-27 21:27:28.982,142833,0.0056,0.4689,0.0061,0.1097,-10
2026-03-27 21:27:21.477,2026-03-27 21:27:29.915,143766,0.0060,0.4013,0.0057,0.1303,-6
2026-03-27 21:27:22.347,2026-03-27 21:27:30.804,144655,0.0046,0.4958,0.0052,0.1494,-6
2026-03-27 21:27:23.154,2026-03-27 21:27:31.776,145627,0.0065,0.4949,0.0053,0.1169,-11
2026-03-27 21:27:23.525,2026-03-27 21:27:32.676,146527,0.0049,0.4575,0.0069,0.1195,-13
2026-03-27 21:27:24.562,2026-03-27 21:27:33.487,147338,0.0047,0.4435,0.0052,0.1186,-6
2026-03-27 21:27:25.746,2026-03-27 21:27:34.611,148462,0.0046,0.4164,0.0040,0.1487,-8
2026-03-27 21:27:26.488,2026-03-27 21:27:35.711,149562,0.0064,0.4867,0.0064,0.1236,-6
2026-03-27 21:27:27.111,2026-03-27 21:27:36.783,150634,0.0063,0.4028,0.0067,0.1302,-19
2026-03-27 21:27:27.608,2026-03-27 21:27:37.809,151660,0.0052,0.4699,0.0054,0.1088,-12
2026-03-27 21:27:27.983,2026-03-27 21:27:38.880,152731,0.0065,0.4361,0.0067,0.1274,-19
2026-03-27 21:27:28.417,2026-03-27 21:27:39.862,153713,0.0062,0.4307,0.0067,0.1158,-19
2026-03-27 21:27:29.378,2026-03-27 21:27:41.039,154890,0.0070,0.4980,0.0066,0.1016,-18
2026-03-27 21:27:30.185,2026-03-27 21:27:41.902,155753,0.0046,0.4409,0.0046,0.1478,-12
2026-03-27 21:27:30.621,2026-03-27 21:27:42.709,156560,0.0055,0.4472,0.0046,0.1019,-20
2026-03-27 21:27:30.992,2026-03-27 21:27:43.518,157369,0.0059,0.4581,0.0065,0.1009,-6
2026-03-27 21:27:31.470,2026-03-27 21:27:44.372,158223,0.0061,0.4061,0.0047,0.1218,-5
2026-03-27 21:27:33.271,2026-03-27 21:27:45.508,159359,0.0051,0.4726,0.0061,0.1401,-12
2026-03-27 21:27:34.263,2026-03-27 21:27:46.590,160441,0.0063,0.4447,0.0047,0.1235,-12
2026-03-27 21:27:36.433,2026-03-27 21:27:47.723,161574,0.0049,0.4720,0.0057,0.1275,-12
2026-03-27 21:27:37.055,2026-03-27 21:27:48.613,162464,0.0059,0.4832,0.0042,0.1098,-16
2026-03-27 21:27:38.549,2026-03-27 21:27:49.429,163280,0.0057,0.4271,0.0055,0.1055,-17
2026-03-27 21:27:39.714,2026-03-27 21:27:50.259,164110,0.0065,0.4752,0.0054,0.1116,-13
2026-03-27 21:27:41.237,2026-03-27 21:27:51.200,165051,0.0049,0.4972,0.0042,0.1108,-18
2026-03-27 21:27:42.560,2026-03-27 21:27:52.077,165928,0.0056,0.4744,0.0057,0.1213,-5
2026-03-27 21:27:42.996,2026-03-27 21:27:53.057,166908,0.0041,0.4852,0.0059,0.1432,-9
2026-03-27 21:27:43.243,2026-03-27 21:27:54.002,167853,0.0059,0.4329,0.0064,0.1024,-8
2026-03-27 21:27:43.804,2026-03-27 21:27:54.817,168668,0.0056,0.4913,0.0063,0.1128,-17
2026-03-27 21:27:44.288,2026-03-27 21:27:55.630,169481,0.0066,0.4595,0.0048,0.1301,-15
2026-03-27 21:27:45.779,2026-03-27 21:27:56.441,170292,0.0062,0.4170,0.0067,0.1037,-8
2026-03-27 21:27:46.895,2026-03-27 21:27:57.630,171481,0.0042,0.4026,0.0041,0.1044,-15
2026-03-27 21:27:47.823,2026-03-27 21:27:58.777,172628,0.0057,0.4586,0.0067,0.1386,-11
2026-03-27 21:27:48.321,2026-03-27 21:27:59.758,173609,0.0046,0.4264,0.0061,0.1429,-11
2026-03-27 21:27:48.692,2026-03-27 21:28:00.628,174479,0.0061,0.4182,0.0070,0.1368,-17
2026-03-27 21:27:48.985,2026-03-27 21:28:01.559,175410,0.0050,0.4108,0.0052,0.1033,-11
2026-03-27 21:27:49.295,2026-03-27 21:28:02.525,176376,0.0051,0.4579,0.0062,0.1450,-7
2026-03-27 21:27:49.606,2026-03-27 21:28:03.344,177195,0.0055,0.4733,0.0069,0.1452,-18
2026-03-27 21:27:52.381,2026-03-27 21:28:04.288,178139,0.0065,0.4350,0.0040,0.1414,-11
2026-03-27 21:27:53.001,2026-03-27 21:28:05.115,178966,0.0067,0.4536,0.0045,0.1356,-16
2026-03-27 21:27:53.929,2026-03-27 21:28:06.139,179990,0.0068,0.4971,0.0050,0.1471,-6
2026-03-27 21:27:54.364,2026-03-27 21:28:07.028,180879,0.0059,0.4284,0.0068,0.1293,-9
2026-03-27 21:27:54.856,2026-03-27 21:28:07.977,181828,0.0048,0.4800,0.0064,0.1374,-17
2026-03-27 21:27:55.353,2026-03-27 21:28:08.858,182709,0.0044,0.4733,0.0069,0.1309,-7
2026-03-27 21:27:55.912,2026-03-27 21:28:09.931,183782,0.0069,0.4391,0.0070,0.1250,-15
2026-03-27 21:27:56.457,2026-03-27 21:28:11.104,184955,0.0068,0.4821,0.0050,0.1045,-18
2026-03-27 21:27:58.997,2026-03-27 21:28:12.257,186108,0.0045,0.4248,0.0066,0.1343,-16
2026-03-27 21:28:00.368,2026-03-27 21:28:13.275,187126,0.0069,0.4251,0.0050,0.1309,-16
2026-03-27 21:28:00.865,2026-03-27 21:28:14.443,188294,0.0061,0.4769,0.0063,0.1369,-5
2026-03-27 21:28:01.972,2026-03-27 21:28:15.338,189189,0.0060,0.4413,0.0056,0.1220,-20
2026-03-27 21:28:02.405,2026-03-27 21:28:16.167,190018,0.0042,0.4035,0.0058,0.1118,-20
2026-03-27 21:28:03.769,2026-03-27 21:28:17.031,190882,0.0063,0.4203,0.0056,0.1150,-14
2026-03-27 21:28:05.197,2026-03-27 21:28:18.068,191919,0.0053,0.4118,0.0041,0.1177,-12
2026-03-27 21:28:05.695,2026-03-27 21:28:18.975,192826,0.0049,0.4121,0.0044,0.1191,-9
2026-03-27 21:28:06.125,2026-03-27 21:28:19.964,193815,0.0052,0.4613,0.0059,0.1135,-7
2026-03-27 21:28:07.616,2026-03-27 21:28:20.997,194848,0.0051,0.4932,0.0052,0.1329,-7
2026-03-27 21:28:07.984,2026-03-27 21:28:22.073,195924,0.0045,0.4485,0.0051,0.1086,-8
2026-03-27 21:28:08.606,2026-03-27 21:28:23.052,196903,0.0046,0.4275,0.0064,0.1328,-13
2026-03-27 21:28:09.850,2026-03-27 21:28:24.058,197909,0.0053,0.4765,0.0051,0.1283,-5
2026-03-27 21:28:11.899,2026-03-27 21:28:25.094,198945,0.0051,0.4758,0.0059,0.1206,-15
2026-03-27 21:28:12.260,2026-03-27 21:28:26.168,200019,0.0057,0.4697,0.0061,0.1246,-6
2026-03-27 21:28:12.836,2026-03-27 21:28:27.336,201187,0.0055,0.4668,0.0061,0.1433,-20
2026-03-27 21:28:13.385,2026-03-27 21:28:28.271,202122,0.0040,0.4359,0.0065,0.1047,-10
2026-03-27 21:28:13.827,2026-03-27 21:28:29.436,203287,0.0045,0.4080,0.0069,0.1094,-20
2026-03-27 21:28:14.388,2026-03-27 21:28:30.574,204425,0.0052,0.4214,0.0067,0.1039,-17
2026-03-27 21:28:16.109,2026-03-27 21:28:31.497,205348,0.0056,0.4443,0.0068,0.1192,-10
2026-03-27 21:28:16.481,2026-03-27 21:28:32.298,206149,0.0045,0.4619,0.0061,0.1479,-9
2026-03-27 21:28:17.600,2026-03-27 21:28:33.362,207213,0.0051,0.4447,0.0065,0.1028,-20
2026-03-27 21:28:18.030,2026-03-27 21:28:34.228,208079,0.0066,0.4870,0.0043,0.1483,-9
2026-03-27 21:28:18.586,2026-03-27 21:28:35.050,208901,0.0054,0.4836,0.0044,0.1029,-9
2026-03-27 21:28:19.064,2026-03-27 21:28:36.201,210052,0.0040,0.4169,0.0060,0.1003,-12
2026-03-27 21:28:20.476,2026-03-27 21:28:37.039,210890,0.0064,0.4960,0.0061,0.1102,-20
2026-03-27 21:28:21.885,2026-03-27 21:28:38.066,211917,0.0052,0.4756,0.0057,0.1486,-8
2026-03-27 21:28:22.756,2026-03-27 21:28:39.095,212946,0.0040,0.4051,0.0062,0.1114,-18
2026-03-27 21:28:23.317,2026-03-27 21:28:39.975,213826,0.0064,0.4747,0.0058,0.1351,-19
2026-03-27 21:28:24.801,2026-03-27 21:28:41.006,214857,0.0064,0.4145,0.0066,0.1209,-5
2026-03-27 21:28:27.279,2026-03-27 21:28:41.932,215783,0.0042,0.4243,0.0063,0.1117,-18
2026-03-27 21:28:27.680,2026-03-27 21:28:43.052,216903,0.0053,0.4071,0.0069,0.1237,-11
2026-03-27 21:28:28.104,2026-03-27 21:28:44.159,218010,0.0068,0.4358,0.0054,0.1461,-17
2026-03-27 21:28:28.965,2026-03-27 21:28:45.179,219030,0.0061,0.4582,0.0062,0.1468,-8
2026-03-27 21:28:29.272,2026-03-27 21:28:46.353,220204,0.0050,0.4195,0.0067,0.1211,-6
2026-03-27 21:28:30.177,2026-03-27 21:28:47.312,221163,0.0063,0.4608,0.0068,0.1108,-15
2026-03-27 21:28:30.658,2026-03-27 21:28:48.324,222175,0.0045,0.4025,0.0044,0.1139,-18
2026-03-27 21:28:31.278,2026-03-27 21:28:49.347,223198,0.0049,0.4595,0.0057,0.1423,-12
2026-03-27 21:28:32.460,2026-03-27 21:28:50.484,224335,0.0048,0.4499,0.0053,0.1050,-13
2026-03-27 21:28:32.917,2026-03-27 21:28:51.659,225510,0.0041,0.4927,0.0066,0.1189,-9
2026-03-27 21:28:33.775,2026-03-27 21:28:52.618,226469,0.0056,0.4753,0.0041,0.1350,-6
2026-03-27 21:28:34.260,2026-03-27 21:28:53.667,227518,0.0048,0.4648,0.0049,0.1289,-7
2026-03-27 21:28:35.197,2026-03-27 21:28:54.676,228527,0.0064,0.4691,0.0060,0.1211,-20
2026-03-27 21:28:36.009,2026-03-27 21:28:55.693,229544,0.0052,0.4134,0.0062,0.1068,-19
2026-03-27 21:28:36.411,2026-03-27 21:28:56.675,230526,0.0059,0.4958,0.0067,0.1109,-7
2026-03-27 21:28:36.779,2026-03-27 21:28:57.866,231717,0.0059,0.4141,0.0043,0.1429,-17
2026-03-27 21:28:37.278,2026-03-27 21:28:58.725,232576,0.0054,0.4743,0.0068,0.1329,-16
2026-03-27 21:28:38.533,2026-03-27 21:28:59.857,233708,0.0060,0.4029,0.0060,0.1129,-16
2026-03-27 21:28:39.027,2026-03-27 21:29:00.996,234847,0.0045,0.4927,0.0060,0.1043,-20
2026-03-27 21:28:40.850,2026-03-27 21:29:02.179,236030,0.0048,0.4983,0.0053,0.1082,-6
2026-03-27 21:28:41.233,2026-03-27 21:29:03.358,237209,0.0041,0.4801,0.0047,0.1082,-7
2026-03-27 21:28:41.779,2026-03-27 21:29:04.391,238242,0.0053,0.4142,0.0057,0.1230,-17
2026-03-27 21:28:42.214,2026-03-27 21:29:05.372,239223,0.0041,0.4695,0.0065,0.1475,-15
2026-03-27 21:28:43.178,2026-03-27 21:29:06.279,240130,0.0049,0.4657,0.0062,0.1006,-20
